Favorite,Id,Coin,Buy,Price,1h,24h,7d,30d,Volume in 24h,MarketCapitalization,FDV,FDVCapitalization,VariationGraph
,158.0,Stargate Bridged USDC (Berachain)  USDC.E,,"R$ 5,86",0.0%,0.2%,0.0%,0.0%,R$ 80.392.188,R$ 2.370.226.327,R$ 2.370.226.327,10.0,
,159.0,Binance-Peg Dogecoin  DOGE,Comprar,"R$ 0,9189",0.6%,8.5%,2.3%,2.6%,R$ 23.168.738,R$ 2.356.690.137,R$ 2.356.690.137,10.0,
,160.0,Resolv USR  USR,,"R$ 5,86",0.0%,0.0%,0.0%,0.0%,R$ 50.548.774,R$ 2.315.807.945,R$ 2.315.807.945,10.0,
,161.0,MultiversX  EGLD,,"R$ 82,09",1.3%,9.7%,8.8%,22.1%,R$ 137.645.860,R$ 2.309.872.869,R$ 2.309.872.869,10.0,
,162.0,NEO  NEO,Comprar,"R$ 32,46",0.4%,0.9%,20.9%,27.1%,R$ 679.217.325,R$ 2.288.995.504,R$ 3.245.421.104,71.0,
,163.0,THORChain  RUNE,,"R$ 6,46",1.2%,9.5%,0.7%,2.1%,R$ 1.106.113.072,R$ 2.274.044.921,R$ 2.753.193.711,83.0,
,164.0,Axie Infinity  AXS,,"R$ 14,00",0.8%,6.0%,9.7%,19.8%,R$ 214.918.226,R$ 2.250.960.609,R$ 3.790.572.734,59.0,
,165.0,Mantle Restaked ETH  CMETH,,"R$ 9.948,77",0.5%,9.8%,11.0%,16.7%,R$ 43.774.640,R$ 2.245.074.067,R$ 2.245.119.817,10.0,
,166.0,Solayer  LAYER,,"R$ 10,57",1.4%,20.8%,20.7%,105.6%,R$ 1.428.419.924,R$ 2.213.945.099,R$ 10.542.595.712,21.0,
,167.0,Starknet  STRK,,"R$ 0,7612",1.1%,7.2%,0.5%,14.7%,R$ 273.814.877,R$ 2.213.384.479,R$ 7.618.495.066,29.0,
,168.0,Chiliz  CHZ,Comprar,"R$ 0,2282",0.7%,6.6%,2.7%,10.4%,R$ 367.897.859,R$ 2.172.446.096,R$ 2.172.466.443,10.0,
,169.0,Olympus  OHM,,"R$ 131,86",0.5%,1.0%,17.6%,2.1%,R$ 17.609.136,R$ 2.160.217.395,R$ 2.167.785.161,10.0,
,170.0,eCash  XEC,,"R$ 0,0001088",0.7%,7.5%,3.4%,7.3%,R$ 170.055.631,R$ 2.158.460.186,R$ 2.158.466.642,10.0,
,171.0,dogwifhat  WIF,Comprar,"R$ 2,15",1.1%,11.1%,0.9%,18.4%,R$ 1.191.389.088,R$ 2.147.048.609,R$ 2.147.048.609,10.0,
,172.0,tBTC  TBTC,,R$ 479.294,0.6%,7.1%,1.3%,0.3%,R$ 137.452.313,R$ 2.146.105.284,R$ 2.146.200.821,10.0,
,173.0,Conflux  CFX,,"R$ 0,4142",1.2%,4.8%,8.0%,5.0%,R$ 496.577.401,R$ 2.087.442.403,R$ 2.329.979.852,9.0,
,174.0,uBTC  UBTC,,R$ 451.994,-,-,-,-,"R$ 17.483,05",R$ 2.069.984.696,R$ 9.491.883.168.449,0.0,
,175.0,Compound  COMP,Comprar,"R$ 231,11",0.9%,7.6%,14.2%,1.5%,R$ 266.271.999,R$ 2.063.614.744,R$ 2.308.204.017,89.0,
,176.0,Mantle Bridged USDT (Mantle)  USDT,Comprar,"R$ 5,84",0.2%,0.7%,0.2%,0.1%,R$ 11.367.612,R$ 2.042.328.651,R$ 2.042.328.651,10.0,
,177.0,Ronin  RON,,"R$ 3,29",1.2%,8.1%,14.9%,21.9%,R$ 70.068.089,R$ 2.036.730.531,R$ 3.288.286.090,62.0,
,178.0,Super OETH  SUPEROETHB,,"R$ 9.363,85",0.5%,10.0%,10.8%,16.4%,R$ 2.456.005,R$ 2.028.220.716,R$ 2.028.220.716,10.0,
,179.0,Arweave  AR,,"R$ 30,96",1.3%,10.3%,6.8%,11.2%,R$ 302.483.161,R$ 2.026.509.989,R$ 2.026.509.989,10.0,
,180.0,Plume  PLUME,,"R$ 0,9976",0.4%,4.0%,2.2%,29.9%,R$ 419.178.934,R$ 1.995.520.487,R$ 9.977.602.436,2.0,
,181.0,L2 Standard Bridged WETH (Base)  WETH,,"R$ 9.383,30",0.6%,9.7%,10.9%,16.3%,R$ 3.081.231.806,R$ 1.967.294.171,R$ 1.967.294.171,10.0,
,182.0,Beam  BEAM,,"R$ 0,03729",1.6%,11.6%,0.6%,19.2%,R$ 161.464.573,R$ 1.952.320.627,R$ 2.205.096.448,89.0,
,183.0,Wormhole  W,,"R$ 0,4309",1.7%,5.6%,12.1%,14.7%,R$ 297.746.135,R$ 1.950.691.514,R$ 4.305.891.277,45.0,
,184.0,ApeCoin  APE,Comprar,"R$ 2,42",1.5%,7.3%,4.1%,13.5%,R$ 289.559.467,R$ 1.938.123.434,R$ 2.424.304.359,8.0,
,185.0,StakeWise Staked ETH  OSETH,,"R$ 9.793,13",0.6%,10.5%,10.6%,15.7%,R$ 9.661.842,R$ 1.927.493.669,R$ 1.927.493.669,10.0,
,186.0,Arbitrum Bridged WETH (Arbitrum One)  WETH,,"R$ 9.388,86",0.7%,10.2%,10.5%,15.7%,R$ 3.673.379.393,R$ 1.912.535.947,R$ 1.912.535.947,10.0,
,187.0,Binance-Peg BUSD  BUSD,Comprar,"R$ 5,86",0.2%,0.1%,0.1%,0.2%,R$ 74.940.998,R$ 1.897.608.999,R$ 1.897.608.999,10.0,
,188.0,Trust Wallet  TWT,,"R$ 4,52",0.6%,5.4%,5.0%,9.7%,R$ 90.660.875,R$ 1.884.724.729,R$ 4.523.521.377,42.0,
,189.0,Frax  FRAX,Comprar,"R$ 5,86",0.0%,0.0%,0.1%,0.1%,R$ 50.541.149,R$ 1.875.403.331,R$ 1.875.403.331,10.0,
,190.0,Polygon  MATIC,Comprar,"R$ 1,06",0.9%,7.9%,2.2%,14.5%,R$ 12.650.197,R$ 1.859.058.628,R$ 10.642.599.095,17.0,
,191.0,Terra  LUNC,,"R$ 0,00034",0.5%,7.8%,1.4%,2.9%,R$ 94.490.722,R$ 1.851.389.040,R$ 2.211.027.724,84.0,
,192.0,Cheems Token  CHEEMS,,"R$ 0,059064",0.4%,1.9%,4.2%,68.4%,R$ 44.805.806,R$ 1.847.473.491,R$ 1.847.473.491,10.0,
,193.0,Infrared Bera  IBERA,,"R$ 22,91",2.2%,17.4%,37.4%,26.9%,R$ 3.992.897,R$ 1.812.172.385,R$ 1.812.172.385,10.0,
,194.0,Virtuals Protocol  VIRTUAL,,"R$ 2,77",2.0%,6.5%,15.5%,17.3%,R$ 689.018.838,R$ 1.806.368.777,R$ 2.773.949.383,65.0,
,195.0,Aerodrome Finance  AERO,,"R$ 2,24",1.6%,24.8%,5.1%,26.5%,R$ 347.800.017,R$ 1.801.293.795,R$ 3.520.190.921,51.0,
,196.0,USDD  USDD,,"R$ 5,86",0.0%,0.0%,0.0%,0.0%,R$ 83.714.713,R$ 1.773.776.896,R$ 1.773.776.896,10.0,
,197.0,Amp  AMP,,"R$ 0,0209",0.3%,9.1%,2.3%,7.9%,R$ 134.741.802,R$ 1.759.175.385,R$ 2.081.595.739,85.0,
,198.0,ether.fi Staked ETH  EETH,,"R$ 9.422,15",1.3%,10.7%,10.4%,15.6%,"R$ 11.465,88",R$ 1.749.531.345,R$ 22.883.409.052,8.0,
,199.0,JUST  JST,,"R$ 0,1761",0.1%,4.9%,2.5%,1.2%,R$ 195.749.768,R$ 1.743.961.394,R$ 1.743.961.394,10.0,
,200.0,Ripple USD  RLUSD,,"R$ 5,86",0.0%,0.1%,0.0%,0.1%,R$ 199.049.191,R$ 1.723.918.778,R$ 1.723.918.778,10.0,
,201.0,Axelar  AXL,,"R$ 1,80",1.4%,4.7%,9.6%,14.3%,R$ 149.866.151,R$ 1.703.046.698,R$ 2.159.829.745,79.0,
,202.0,Venom  VENOM,,"R$ 0,8231",0.4%,10.3%,20.0%,118.9%,R$ 23.926.093,R$ 1.700.018.346,R$ 5.987.911.323,28.0,
,203.0,cgETH Hashkey Cloud  CGETH.HASHKEY,,"R$ 9.422,63",0.1%,9.2%,13.0%,17.8%,"R$ 737,24",R$ 1.676.372.073,R$ 1.676.372.073,10.0,
,204.0,LayerZero  ZRO,,"R$ 14,59",1.5%,6.5%,1.7%,49.0%,R$ 516.714.676,R$ 1.621.980.711,R$ 14.592.344.235,11.0,
,205.0,Pudgy Penguins  PENGU,,"R$ 0,02514",1.7%,6.8%,10.7%,26.1%,R$ 225.005.513,R$ 1.585.054.048,R$ 1.934.636.831,82.0,
,206.0,Entangle  NTGL,,"R$ 0,002584",0.4%,84.2%,8.1%,88.2%,R$ 155.939,R$ 1.557.891.857,R$ 2.181.920.988,71.0,
,207.0,Gnosis  GNO,,"R$ 597,68",0.5%,8.6%,11.7%,15.4%,R$ 224.503.092,R$ 1.552.167.435,R$ 1.798.162.683,86.0,
,208.0,Polygon Bridged WBTC (Polygon POS)  WBTC,Comprar,R$ 478.521,0.1%,7.2%,1.3%,0.1%,R$ 122.397.753,R$ 1.533.646.642,R$ 1.533.646.642,10.0,
,209.0,Brett  BRETT,,"R$ 0,1549",2.2%,2.7%,11.9%,9.8%,R$ 262.530.309,R$ 1.534.929.016,R$ 1.534.929.016,10.0,
,210.0,Quorium  QGOLD,,"R$ 18.248,02",0.1%,1.7%,0.7%,7.1%,R$ 500.882,R$ 1.532.833.433,R$ 1.532.833.433,10.0,
,211.0,Safe  SAFE,,"R$ 2,69",1.8%,14.5%,12.7%,19.4%,R$ 113.884.347,R$ 1.529.403.980,R$ 2.697.807.935,57.0,
,212.0,AIOZ Network  AIOZ,,"R$ 1,31",1.9%,15.6%,0.7%,9.1%,R$ 120.041.519,R$ 1.523.241.067,R$ 1.525.927.094,10.0,
,213.0,MX  MX,,"R$ 16,01",0.0%,8.4%,4.2%,1.6%,R$ 183.423.456,R$ 1.520.247.440,R$ 6.698.579.073,23.0,
,214.0,WEMIX  WEMIX,,"R$ 3,66",2.8%,26.6%,21.9%,38.9%,R$ 75.911.350,R$ 1.516.837.662,R$ 1.949.458.957,78.0,
,215.0,StakeStone Berachain Vault Token  BERASTONE,,"R$ 9.324,74",1.4%,11.3%,10.3%,15.9%,R$ 17.135.507,R$ 1.502.961.707,R$ 1.502.961.707,10.0,
,216.0,Mina Protocol  MINA,,"R$ 1,23",0.7%,8.0%,6.3%,15.1%,R$ 130.865.856,R$ 1.502.893.544,R$ 1.502.893.544,10.0,
,217.0,Akash Network  AKT,,"R$ 5,92",1.3%,10.2%,8.9%,15.8%,R$ 54.996.106,R$ 1.469.432.053,R$ 1.474.450.763,10.0,
,218.0,Ether.fi Staked BTC  EBTC,,R$ 476.396,0.5%,6.1%,2.2%,1.2%,R$ 11.127.286,R$ 1.462.137.405,R$ 1.462.890.697,10.0,
,219.0,Creditcoin  CTC,,"R$ 3,25",1.0%,11.0%,7.4%,2.6%,R$ 84.411.298,R$ 1.463.471.628,R$ 1.953.830.902,75.0,
,220.0,Babylon  BABY,,"R$ 0,6342",19.1%,29.2%,-,-,R$ 795.645.986,R$ 1.461.121.465,R$ 6.379.175.537,23.0,
,221.0,Dash  DASH,Comprar,"R$ 118,90",0.5%,4.9%,5.1%,5.7%,R$ 239.952.948,R$ 1.452.811.693,R$ 1.452.825.867,10.0,
,222.0,Morpho  MORPHO,,"R$ 6,09",1.7%,10.7%,5.8%,13.8%,R$ 117.836.049,R$ 1.448.533.891,R$ 6.091.703.754,24.0,
,223.0,Aethir  ATH,,"R$ 0,1811",1.5%,13.4%,5.5%,7.5%,R$ 296.843.947,R$ 1.431.203.600,R$ 7.609.582.954,19.0,
,224.0,Golem  GLM,,"R$ 1,43",1.3%,6.2%,5.4%,8.0%,R$ 181.566.137,R$ 1.431.040.505,R$ 1.431.040.505,10.0,
,225.0,Polygon PoS Bridged WETH (Polygon POS)  WETH,,"R$ 9.366,42",0.4%,9.8%,11.0%,16.5%,R$ 169.543.802,R$ 1.428.083.315,R$ 1.428.083.315,10.0,
,226.0,Global Dollar  USDG,,"R$ 5,86",0.0%,0.2%,0.0%,0.0%,R$ 25.859.926,R$ 1.420.060.875,R$ 1.420.060.875,10.0,
,227.0,SafePal  SFP,,"R$ 2,79",0.2%,3.2%,7.5%,9.8%,R$ 56.217.913,R$ 1.394.077.927,R$ 1.394.077.927,10.0,
,228.0,Theta Fuel  TFUEL,,"R$ 0,1989",1.1%,2.7%,5.5%,6.9%,R$ 67.058.927,R$ 1.385.249.666,R$ 1.385.397.778,10.0,
,229.0,1inch  1INCH,Comprar,"R$ 0,9945",1.2%,8.1%,7.2%,13.9%,R$ 174.223.862,R$ 1.376.251.232,R$ 1.490.036.397,92.0,
,230.0,MimbleWimbleCoin  MWC,,"R$ 124,97",0.0%,6.6%,0.3%,28.4%,R$ 1.387.609,R$ 1.370.752.150,R$ 1.370.757.918,10.0,
,231.0,Stader ETHx  ETHX,,"R$ 9.912,89",0.9%,10.5%,10.6%,15.8%,R$ 2.978.550,R$ 1.333.980.704,R$ 1.333.980.704,10.0,
,232.0,USDa  USDA,,"R$ 5,86",0.0%,0.2%,0.2%,0.3%,R$ 2.950.120,R$ 1.312.537.612,R$ 1.312.537.612,10.0,
,233.0,cWBTC  CWBTC,,"R$ 9.628,86",0.0%,6.8%,1.5%,0.4%,"R$ 0,00",R$ 1.299.305.842,R$ 1.299.305.842,10.0,
,234.0,Coinbase Wrapped Staked ETH  CBETH,,"R$ 10.260,72",0.7%,10.2%,10.9%,16.2%,R$ 42.979.764,R$ 1.295.968.371,R$ 3.826.140.914,34.0,
,235.0,SuperVerse  SUPER,,"R$ 2,84",0.7%,21.9%,3.1%,19.9%,R$ 200.701.280,R$ 1.279.758.556,R$ 2.833.231.581,45.0,
,236.0,Kusama  KSM,,"R$ 77,42",1.7%,5.7%,11.3%,16.0%,R$ 85.621.949,R$ 1.265.516.242,R$ 1.265.543.120,10.0,
,237.0,Wrapped AVAX  WAVAX,,"R$ 106,79",1.3%,12.3%,0.7%,5.0%,R$ 111.392.234,R$ 1.264.175.986,R$ 1.263.390.822,10.0,
,238.0,Decred  DCR,,"R$ 75,15",0.1%,7.7%,19.2%,18.7%,R$ 26.777.728,R$ 1.258.762.924,R$ 1.258.823.459,10.0,
,239.0,Blur  BLUR,,"R$ 0,5509",1.3%,7.7%,5.8%,5.6%,R$ 122.406.818,R$ 1.258.816.657,R$ 1.653.101.897,76.0,
,240.0,Synthetix Network  SNX,Comprar,"R$ 3,69",0.9%,5.4%,2.2%,19.9%,R$ 213.393.477,R$ 1.250.920.592,R$ 1.252.481.665,10.0,
,241.0,Zilliqa  ZIL,,"R$ 0,06267",1.1%,7.1%,0.9%,8.6%,R$ 683.438.799,R$ 1.238.668.851,R$ 1.281.483.445,97.0,
,242.0,Swell Ethereum  SWETH,,"R$ 10.208,94",0.8%,9.5%,10.7%,16.1%,R$ 589.227,R$ 1.237.353.444,R$ 1.237.387.942,10.0,
,243.0,GHO  GHO,,"R$ 5,86",0.0%,0.0%,0.0%,0.0%,R$ 65.839.778,R$ 1.229.518.990,R$ 1.241.260.284,99.0,
,244.0,UXLINK  UXLINK,,"R$ 3,62",0.8%,30.7%,27.3%,44.4%,R$ 1.892.018.673,R$ 1.226.252.005,R$ 3.625.819.055,34.0,
,245.0,Qtum  QTUM,,"R$ 11,38",0.1%,8.4%,6.5%,6.2%,R$ 199.686.318,R$ 1.202.413.241,R$ 1.227.757.225,98.0,
,246.0,Verus  VRSC,,"R$ 15,30",0.2%,5.3%,27.5%,39.2%,"R$ 28.800,06",R$ 1.202.881.286,R$ 1.202.881.286,10.0,
,247.0,aBTC  ABTC,,R$ 477.431,1.4%,8.0%,1.7%,0.4%,R$ 1.432.663,R$ 1.191.216.135,R$ 1.191.216.135,10.0,
,248.0,Frax Ether  FRXETH,,"R$ 9.373,31",0.6%,10.3%,10.5%,16.0%,R$ 30.316.139,R$ 1.184.713.184,R$ 1.184.713.184,10.0,
,249.0,Elixir deUSD  DEUSD,,"R$ 5,86",0.0%,0.0%,0.1%,0.0%,R$ 82.480.333,R$ 1.184.636.294,R$ 1.184.636.294,10.0,
,250.0,Gas  GAS,,"R$ 18,10",2.1%,19.0%,52.9%,12.0%,R$ 1.879.702.841,R$ 1.166.660.180,R$ 1.166.660.180,10.0,
,251.0,KAITO  KAITO,,"R$ 4,83",0.4%,1.1%,9.5%,38.7%,R$ 476.466.218,R$ 1.165.488.585,R$ 4.828.261.108,24.0,
,252.0,0x Protocol  ZRX,,"R$ 1,36",1.1%,8.1%,2.6%,1.9%,R$ 285.643.676,R$ 1.155.994.034,R$ 1.362.563.315,85.0,
,253.0,Snek  SNEK,,"R$ 0,01536",1.9%,14.2%,10.4%,12.4%,R$ 13.585.391,R$ 1.151.002.718,R$ 1.164.943.772,99.0,
,254.0,cat in a dogs world  MEW,,"R$ 0,01279",2.1%,12.7%,24.3%,21.4%,R$ 243.841.552,R$ 1.137.402.308,R$ 1.137.402.308,10.0,
,255.0,Eigenlayer  EIGEN,,"R$ 4,64",1.5%,10.8%,1.1%,26.9%,R$ 230.025.700,R$ 1.134.746.312,R$ 7.976.862.859,14.0,
,256.0,Astar  ASTR,,"R$ 0,1484",1.0%,11.6%,1.7%,13.3%,R$ 91.723.139,R$ 1.132.866.424,R$ 1.245.333.710,91.0,
,257.0,ZKsync  ZK,,"R$ 0,3072",2.3%,5.4%,11.6%,20.9%,R$ 266.312.683,R$ 1.128.993.951,R$ 6.451.394.007,18.0,
,258.0,Echelon Prime  PRIME,,"R$ 19,25",0.0%,9.4%,2.4%,0.7%,R$ 64.313.591,R$ 1.115.811.921,R$ 2.139.841.202,52.0,
,259.0,Baby Doge Coin  BABYDOGE,,"R$ 0,086681",1.3%,7.2%,1.8%,0.7%,R$ 134.845.732,R$ 1.105.308.257,R$ 2.805.616.791,39.0,
,260.0,Notcoin  NOT,,"R$ 0,01077",1.4%,7.0%,9.5%,7.5%,R$ 212.843.620,R$ 1.103.409.288,R$ 1.103.409.288,10.0,
,261.0,Basic Attention  BAT,Comprar,"R$ 0,7323",0.5%,6.8%,3.7%,13.2%,R$ 149.106.934,R$ 1.097.291.970,R$ 1.100.469.866,10.0,
,262.0,Nervos Network  CKB,,"R$ 0,02371",1.8%,10.2%,7.7%,12.8%,R$ 195.072.478,R$ 1.098.313.622,R$ 1.115.817.183,98.0,
,263.0,EURC  EURC,,"R$ 6,51",0.4%,0.4%,0.2%,2.1%,R$ 460.696.098,R$ 1.083.114.999,R$ 1.083.114.999,10.0,
,265.0,SwissBorg  BORG,,"R$ 1,10",2.1%,10.9%,1.2%,2.6%,R$ 8.887.304,R$ 1.079.372.658,R$ 1.079.372.658,10.0,
,264.0,Liquid Staked ETH  LSETH,,"R$ 10.072,35",0.5%,9.9%,10.7%,16.1%,R$ 11.273.096,R$ 1.077.425.572,R$ 1.077.448.325,10.0,
,266.0,AgentFun.AI  AGENTFUN,,"R$ 10,75",1.4%,8.8%,4.9%,0.8%,"R$ 47.869,31",R$ 1.074.819.967,R$ 1.074.819.967,10.0,
,267.0,BTSE Token  BTSE,,"R$ 6,63",0.3%,1.9%,2.7%,2.6%,R$ 43.753.835,R$ 1.073.960.361,R$ 1.325.373.830,81.0,
,268.0,OriginTrail  TRAC,,"R$ 2,14",0.3%,10.2%,9.5%,3.9%,R$ 31.146.757,R$ 1.070.095.683,R$ 1.071.323.515,10.0,
,269.0,VeThor  VTHO,,"R$ 0,01198",1.4%,6.9%,1.1%,12.5%,R$ 30.807.700,R$ 1.055.976.234,R$ 1.056.617.861,10.0,
,270.0,IoTeX  IOTX,,"R$ 0,1116",0.7%,3.5%,6.4%,15.8%,R$ 105.667.639,R$ 1.053.774.851,R$ 1.053.774.851,10.0,
,271.0,ZetaChain  ZETA,,"R$ 1,34",2.9%,13.5%,12.5%,13.5%,R$ 250.238.746,R$ 1.044.274.284,R$ 2.810.494.288,37.0,
,272.0,Trip  TRIP,,"R$ 35,32",0.0%,1.4%,3.5%,4.6%,"R$ 32.483,19",R$ 1.040.244.704,R$ 3.455.728.169,3.0,
,273.0,Stargate Finance  STG,,"R$ 1,06",0.5%,4.8%,1.5%,4.4%,R$ 56.080.687,R$ 1.033.203.668,R$ 1.063.552.426,97.0,
,274.0,Arkham  ARKM,,"R$ 2,66",1.5%,8.7%,4.9%,21.1%,R$ 547.663.145,R$ 1.031.392.245,R$ 2.659.794.604,39.0,
,275.0,Drift Staked SOL  DSOL,,"R$ 743,36",0.8%,10.5%,2.2%,7.1%,R$ 252.244,R$ 1.026.739.135,R$ 1.026.741.231,10.0,
,276.0,DigiByte  DGB,,"R$ 0,05702",0.6%,0.5%,7.1%,12.0%,R$ 54.967.304,R$ 1.004.751.676,R$ 1.004.831.879,10.0,
,277.0,KOGE  KOGE,,"R$ 295,87",0.1%,2.1%,4.8%,25.9%,R$ 586.332,R$ 1.005.379.937,R$ 1.005.379.937,10.0,
,278.0,BENQI Liquid Staked AVAX  SAVAX,,"R$ 127,90",1.2%,12.7%,1.2%,5.8%,R$ 16.495.353,R$ 1.003.736.222,R$ 1.003.736.222,10.0,
,279.0,Ket  KET,,"R$ 0,9977",2.8%,28.9%,13.1%,15.6%,R$ 73.614.185,R$ 999.711.902,R$ 999.711.902,10.0,
,280.0,Siacoin  SC,,"R$ 0,0177",1.5%,8.3%,7.6%,0.4%,R$ 188.529.199,R$ 995.646.816,R$ 1.068.370.755,93.0,
,281.0,RCGE  $RCGE,,"R$ 0,06785",-,-,-,-,"R$ 11,58",R$ 805.709.657,R$ 805.709.657,10.0,
,282.0,CHEX Token  CHEX,,"R$ 0,982",0.5%,19.9%,4.3%,10.7%,R$ 10.379.877,R$ 984.396.386,R$ 984.396.386,10.0,
,283.0,aelf  ELF,,"R$ 1,33",1.1%,8.4%,6.3%,3.9%,R$ 224.050.590,R$ 982.114.631,R$ 1.323.351.475,74.0,
,284.0,Holo  HOT,,"R$ 0,005482",0.7%,5.7%,1.9%,9.8%,R$ 82.184.516,R$ 974.288.279,R$ 974.288.279,10.0,
,285.0,Popcat  POPCAT,,"R$ 0,9862",2.4%,29.0%,5.2%,8.6%,R$ 649.347.113,R$ 966.494.963,R$ 966.494.963,10.0,
,286.0,CoinEx  CET,,"R$ 0,3581",0.9%,4.3%,1.3%,5.0%,R$ 1.197.114,R$ 965.985.751,R$ 965.986.160,10.0,
,287.0,Celo  CELO,,"R$ 1,70",0.8%,8.0%,3.8%,10.2%,R$ 129.866.137,R$ 964.378.936,R$ 1.697.974.616,57.0,
,288.0,Ankr Network  ANKR,Comprar,"R$ 0,09579",1.0%,7.4%,0.1%,2.7%,R$ 247.728.134,R$ 958.056.912,R$ 958.056.912,10.0,
,289.0,Hamster Kombat  HMSTR,,"R$ 0,01487",0.5%,11.8%,11.0%,18.9%,R$ 264.539.043,R$ 956.962.726,R$ 1.486.544.040,64.0,
,290.0,Spiko EU T-Bills Money Market Fund  EUTBL,,"R$ 6,72",0.5%,0.5%,0.4%,2.3%,"$0,00",R$ 956.813.996,R$ 956.813.996,10.0,
,291.0,Moca Network  MOCA,,"R$ 0,4371",0.0%,6.3%,5.1%,14.8%,R$ 227.750.785,R$ 949.345.763,R$ 3.885.793.388,24.0,
,292.0,GoMining Token  GOMINING,,"R$ 2,29",0.1%,2.2%,4.4%,6.1%,R$ 147.417.286,R$ 937.188.250,R$ 937.188.250,10.0,
,293.0,Sun Token  SUN,,"R$ 0,09512",0.1%,6.6%,0.2%,0.7%,R$ 253.675.434,R$ 933.083.987,R$ 1.887.199.324,49.0,
,294.0,Vana  VANA,,"R$ 30,19",1.4%,5.7%,5.2%,6.7%,R$ 148.233.701,R$ 929.482.213,R$ 3.621.359.270,26.0,
,295.0,Oasis  ROSE,,"R$ 0,1372",1.1%,9.3%,5.0%,21.7%,R$ 75.504.168,R$ 923.436.307,R$ 1.372.160.941,67.0,
,296.0,Osmosis  OSMO,,"R$ 1,28",0.3%,6.7%,8.8%,11.7%,R$ 59.362.278,R$ 923.287.083,R$ 1.277.593.194,72.0,
,297.0,Rollbit Coin  RLB,,"R$ 0,4279",0.1%,4.9%,2.4%,5.2%,R$ 3.768.835,R$ 922.749.628,R$ 922.749.628,10.0,
,298.0,Ravencoin  RVN,,"R$ 0,06034",0.9%,8.7%,0.8%,10.0%,R$ 98.870.617,R$ 907.155.097,R$ 907.263.923,10.0,
,299.0,Convex Finance  CVX,,"R$ 11,04",1.2%,9.2%,4.8%,8.6%,R$ 134.791.523,R$ 904.566.175,R$ 1.101.799.562,82.0,
,300.0,Mog Coin  MOG,,"R$ 0,052295",1.7%,28.4%,9.1%,3.0%,R$ 158.228.708,R$ 903.156.503,R$ 903.156.503,10.0,
,301.0,Chia  XCH,,"R$ 62,14",0.1%,8.0%,2.5%,17.3%,R$ 49.097.911,R$ 903.575.215,R$ 2.046.306.655,44.0,
,302.0,Frax Share  FXS,,"R$ 10,09",1.0%,5.1%,9.5%,30.8%,R$ 93.004.992,R$ 900.370.277,R$ 1.005.305.071,9.0,
,303.0,yearn.finance  YFI,Comprar,"R$ 26.449,30",1.7%,1.4%,3.7%,8.9%,R$ 200.712.954,R$ 895.955.614,R$ 972.281.719,92.0,
,304.0,Livepeer  LPT,,"R$ 22,50",1.3%,5.9%,12.4%,24.0%,R$ 331.869.947,R$ 890.791.599,R$ 890.791.599,10.0,
,305.0,Polymesh  POLYX,,"R$ 0,7584",0.7%,5.8%,2.2%,7.4%,R$ 24.083.097,R$ 879.921.798,R$ 879.921.798,10.0,
,306.0,Harmony  ONE,,"R$ 0,06031",1.1%,8.6%,0.7%,3.0%,R$ 98.032.925,R$ 875.022.933,R$ 878.014.918,10.0,
,307.0,Polygon PoS Bridged DAI (Polygon POS)  DAI,Comprar,"R$ 5,86",0.0%,0.0%,0.1%,0.1%,R$ 30.761.651,R$ 870.660.392,R$ 870.660.392,10.0,
,308.0,Gigachad  GIGA,,"R$ 0,09063",3.7%,20.4%,8.1%,51.4%,R$ 70.583.118,R$ 871.399.179,R$ 871.399.179,10.0,
,309.0,Tribe  TRIBE,,"R$ 1,89",0.2%,0.4%,3.8%,11.3%,R$ 511.250,R$ 861.666.520,R$ 1.893.707.932,46.0,
,310.0,Staked Frax Ether  SFRXETH,,"R$ 10.456,42",0.6%,9.8%,10.9%,16.3%,R$ 15.731.735,R$ 856.754.954,R$ 856.754.954,10.0,
,311.0,ai16z  AI16Z,,"R$ 0,7684",1.5%,22.9%,19.2%,26.6%,R$ 708.335.565,R$ 850.259.854,R$ 850.259.854,10.0,
,312.0,Threshold Network  T,,"R$ 0,08359",0.7%,9.5%,1.5%,10.4%,R$ 66.069.272,R$ 847.363.128,R$ 933.349.908,91.0,
,313.0,Kinesis Gold  KAU,,"R$ 587,69",0.2%,2.3%,0.9%,7.0%,R$ 204.671.874,R$ 846.839.728,R$ 846.839.728,10.0,
,314.0,Elixir Staked deUSD  SDEUSD,,"R$ 6,05",0.1%,1.0%,0.1%,1.2%,R$ 23.993.296,R$ 842.425.436,R$ 841.996.253,10.0,
,315.0,Bridged Ether (StarkGate)  ETH,Comprar,"R$ 9.365,83",0.4%,10.0%,10.9%,16.9%,R$ 23.351.722,R$ 831.879.169,R$ 831.879.169,10.0,
,316.0,ORDI  ORDI,,"R$ 39,45",1.5%,7.9%,4.1%,18.6%,R$ 305.376.394,R$ 828.405.905,R$ 828.405.905,10.0,
,318.0,SyrupUSDC  SYRUPUSDC,,"R$ 6,40",0.0%,0.0%,0.3%,0.6%,R$ 5.188.797,R$ 828.782.849,R$ 828.782.849,10.0,
,317.0,Dog (Bitcoin)  DOG,,"R$ 0,008255",1.1%,24.5%,0.9%,12.9%,R$ 90.231.825,R$ 825.989.387,R$ 825.989.387,10.0,
